"run_id","block","engine","language","corpus","k","iters","threads","rep","fit_sec","wall_sec","max_rss_kb","r2","coherence_mean","coherence_median","coherence_sd","version"
"gensim__ap__k100__i10__t8__r3","threads","gensim","Python","ap",100,10,8,3,29.6462312192,31.83,356884,0.14177842849,0.10472157979,0.074270697364,0.08952602261,"4.4.0"
"gensim__ap__k100__i10__t12__r1","threads","gensim","Python","ap",100,10,12,1,29.3700210378,31.57,356940,0.14984133506,0.10989911417,0.081792819527,0.093084192054,"4.4.0"
"gensim__ap__k100__i10__t12__r2","threads","gensim","Python","ap",100,10,12,2,29.4378773263,31.7,365380,0.14646372493,0.11039026433,0.080120432019,0.10745605943,"4.4.0"
"gensim__ap__k100__i10__t12__r3","threads","gensim","Python","ap",100,10,12,3,29.2337403591,31.42,357936,0.14174386877,0.1050037813,0.074270697364,0.089593214028,"4.4.0"
"gensim__ap__k100__i25__t1__r1","frontier","gensim","Python","ap",100,25,1,1,39.3268793882,41.43,187520,0.15616760518,0.11069727567,0.080996665101,0.091451946511,"4.4.0"
"gensim__ap__k100__i25__t1__r2","frontier","gensim","Python","ap",100,25,1,2,38.6529349014,40.68,188188,0.15847679519,0.12097821011,0.094468848445,0.094852258149,"4.4.0"
"gensim__ap__k100__i25__t1__r3","frontier","gensim","Python","ap",100,25,1,3,39.0867403033,41.13,187652,0.14258417022,0.11762372282,0.090597934528,0.081867280822,"4.4.0"
"gensim__ap__k200__i10__t1__r1","k","gensim","Python","ap",200,10,1,1,25.093814224,27.66,234264,0.16502711917,0.11042223353,0.087456718858,0.089904330172,"4.4.0"
"lda__ap__k25__i200__t1__r1","k","lda","R","ap",25,200,1,1,5.673,8,194880,0.13062451521,0.18014730981,0.15721406558,0.10164418288,"1.5.2"
"lda__ap__k50__i200__t1__r1",NA,"lda","R","ap",50,200,1,1,9.587,NA,NA,0.1701517036,0.17251513418,0.1561135719,0.096512602921,"1.5.2"
"lda__ap__k100__i20__t1__r1","frontier","lda","R","ap",100,20,1,1,1.736,8.75,210084,0.15008158957,0.11363452722,0.097510571381,0.074446767734,"1.5.2"
"lda__ap__k100__i20__t1__r2","frontier","lda","R","ap",100,20,1,2,1.737,8.6,210100,0.14867088999,0.10757475277,0.088543157924,0.072644568341,"1.5.2"
"lda__ap__k100__i20__t1__r3","frontier","lda","R","ap",100,20,1,3,1.709,8.58,210212,0.14528638029,0.11328659993,0.093940367063,0.082415501504,"1.5.2"
"lda__ap__k100__i50__t1__r1","frontier","lda","R","ap",100,50,1,1,4.175,11.06,210536,0.19423494436,0.13642523165,0.11781190858,0.082860374369,"1.5.2"
"lda__ap__k100__i50__t1__r2","frontier","lda","R","ap",100,50,1,2,4.218,11,210708,0.19066127709,0.13630494384,0.10992252142,0.093055001186,"1.5.2"
"lda__ap__k100__i50__t1__r3","frontier","lda","R","ap",100,50,1,3,4.179,11.04,210576,0.19298269806,0.14088185205,0.11916513116,0.086894861128,"1.5.2"
"lda__ap__k100__i100__t1__r1","frontier","lda","R","ap",100,100,1,1,8.382,15.18,210580,0.2066198751,0.15208841071,0.13654667859,0.09079950199,"1.5.2"
"lda__ap__k100__i100__t1__r2","frontier","lda","R","ap",100,100,1,2,8.344,15.2,210552,0.20571850309,0.15377154187,0.13964143076,0.093795851273,"1.5.2"
"lda__ap__k100__i100__t1__r3","frontier","lda","R","ap",100,100,1,3,8.473,15.41,210248,0.20655852162,0.15319249411,0.13918293216,0.090610201551,"1.5.2"
"lda__ap__k100__i200__t1__r1","frontier","lda","R","ap",100,200,1,1,16.859,23.78,210300,0.21118506435,0.16220834467,0.1404140568,0.096393221873,"1.5.2"
"lda__ap__k100__i200__t1__r2","frontier","lda","R","ap",100,200,1,2,16.747,23.54,210388,0.21327361559,0.15778000299,0.13518166355,0.09756608323,"1.5.2"
"lda__ap__k100__i200__t1__r3","frontier","lda","R","ap",100,200,1,3,16.845,23.7,210164,0.21237760199,0.16599093245,0.13938564204,0.092648362785,"1.5.2"
"lda__ap__k100__i500__t1__r1","frontier","lda","R","ap",100,500,1,1,41.407,48.22,210768,0.21506064906,0.1642640049,0.14756429787,0.096643172746,"1.5.2"
"lda__ap__k100__i500__t1__r2","frontier","lda","R","ap",100,500,1,2,41.605,48.51,210508,0.21834867269,0.16277787598,0.14948676737,0.098567134003,"1.5.2"
"lda__ap__k100__i500__t1__r3","frontier","lda","R","ap",100,500,1,3,41.735,48.64,210580,0.21550581021,0.16941342201,0.14359417135,0.095359297136,"1.5.2"
"lda__ap__k200__i200__t1__r1","k","lda","R","ap",200,200,1,1,32.231,44.93,220020,0.24658461983,0.14945969191,0.13071718765,0.10284908977,"1.5.2"
"mallet__ap__k25__i200__t1__r1","k","mallet","Java","ap",25,200,1,1,7.9607,10.47,267016,0.13339205986,0.15731910849,0.15715872357,0.071953504299,"202108"
"mallet__ap__k50__i200__t1__r1","k","mallet","Java","ap",50,200,1,1,9.2996,13.55,387640,0.17790582609,0.1668768667,0.14770678852,0.085392376715,"202108"
"mallet__ap__k100__i20__t1__r1","frontier","mallet","Java","ap",100,20,1,1,2.4232,10.27,298364,0.18069754373,0.12666238577,0.10874898563,0.085028399742,"202108"
"mallet__ap__k100__i20__t1__r2","frontier","mallet","Java","ap",100,20,1,2,2.153,10.09,296940,0.18262936233,0.13467035815,0.11120648781,0.085217419674,"202108"
"mallet__ap__k100__i20__t1__r3","frontier","mallet","Java","ap",100,20,1,3,2.133,10.08,296176,0.18498923817,0.1314495447,0.10073603825,0.091827106622,"202108"
"mallet__ap__k100__i50__t1__r1","frontier","mallet","Java","ap",100,50,1,1,3.6684,11.45,383724,0.21859447793,0.1451286603,0.13062529234,0.092995559297,"202108"
"mallet__ap__k100__i50__t1__r2","frontier","mallet","Java","ap",100,50,1,2,3.8788,11.56,395220,0.22046075644,0.15432042543,0.14759197885,0.090181777041,"202108"
"mallet__ap__k100__i50__t1__r3","frontier","mallet","Java","ap",100,50,1,3,3.563,11.28,417744,0.22266910292,0.157902703,0.14197098149,0.0970392755,"202108"
"mallet__ap__k100__i100__t1__r1","frontier","mallet","Java","ap",100,100,1,1,6.1092,13.8,601084,0.22786282931,0.15521757502,0.14342622915,0.093125988399,"202108"
"mallet__ap__k100__i100__t1__r2","frontier","mallet","Java","ap",100,100,1,2,6.2042,13.92,599396,0.22776435425,0.16174381771,0.14148900388,0.097889711861,"202108"
"mallet__ap__k100__i100__t1__r3","frontier","mallet","Java","ap",100,100,1,3,5.8717,13.47,582444,0.2310897376,0.16218720521,0.15023356657,0.096888685488,"202108"
"mallet__ap__k100__i200__t1__r1","frontier","mallet","Java","ap",100,200,1,1,10.679,18.89,957860,0.23092184456,0.15192365557,0.13500430818,0.09756358911,"202108"
"mallet__ap__k100__i200__t1__r2","frontier","mallet","Java","ap",100,200,1,2,10.9735,18.68,954596,0.22996697274,0.15876679948,0.15029425182,0.092193989803,"202108"
"mallet__ap__k100__i200__t1__r3","frontier","mallet","Java","ap",100,200,1,3,10.6687,18.41,953160,0.234114741,0.16927402744,0.15872199777,0.097134530124,"202108"
"mallet__ap__k100__i200__t2__r1","threads","mallet","Java","ap",100,200,2,1,8.6717,16.32,950500,0.23401151639,0.16123853022,0.14076317969,0.092493055045,"202108"
"mallet__ap__k100__i200__t2__r2","threads","mallet","Java","ap",100,200,2,2,8.9853,16.65,960404,0.23177714604,0.16765411758,0.13377557561,0.0985219403,"202108"
"mallet__ap__k100__i200__t2__r3","threads","mallet","Java","ap",100,200,2,3,8.4385,16.27,959540,0.2343192698,0.16491982645,0.14660576817,0.096375043298,"202108"
"mallet__ap__k100__i200__t4__r1","threads","mallet","Java","ap",100,200,4,1,5.6126,13.31,999616,0.23839973726,0.1655689146,0.14713136182,0.09134821408,"202108"
"mallet__ap__k100__i200__t4__r2","threads","mallet","Java","ap",100,200,4,2,5.7854,13.49,1016844,0.23239187495,0.16614308104,0.14252542179,0.092723883717,"202108"
"mallet__ap__k100__i200__t4__r3","threads","mallet","Java","ap",100,200,4,3,5.6898,13.33,1004676,0.23061197881,0.16173878535,0.14666636024,0.08741035047,"202108"
"mallet__ap__k100__i200__t8__r1","threads","mallet","Java","ap",100,200,8,1,4.8858,12.52,1056256,0.236569357,0.17065213114,0.15774106777,0.093802300258,"202108"
"mallet__ap__k100__i200__t8__r2","threads","mallet","Java","ap",100,200,8,2,5.1858,12.99,1057624,0.23556316803,0.15959860021,0.13598275601,0.085600657192,"202108"
"mallet__ap__k100__i200__t8__r3","threads","mallet","Java","ap",100,200,8,3,4.912,12.62,819688,0.2305516614,0.17001897227,0.15128203786,0.095489907234,"202108"
"mallet__ap__k100__i200__t12__r1","threads","mallet","Java","ap",100,200,12,1,4.1221,11.82,874380,0.23445547512,0.16563991112,0.15946446816,0.088266620161,"202108"
"mallet__ap__k100__i200__t12__r2","threads","mallet","Java","ap",100,200,12,2,4.1888,11.97,851784,0.2324466926,0.1655121433,0.15265498073,0.093347588835,"202108"
"mallet__ap__k100__i200__t12__r3","threads","mallet","Java","ap",100,200,12,3,4.5279,12.2,857312,0.23114290017,0.16964738693,0.1453961552,0.098315136428,"202108"
"mallet__ap__k100__i500__t1__r1","frontier","mallet","Java","ap",100,500,1,1,24.7303,32.38,1364472,0.23751217265,0.16498219538,0.14457727023,0.090488349986,"202108"
"mallet__ap__k100__i500__t1__r2","frontier","mallet","Java","ap",100,500,1,2,25.1537,32.82,1357888,0.23498635893,0.1651197819,0.15126387468,0.096259806332,"202108"
"mallet__ap__k100__i500__t1__r3","frontier","mallet","Java","ap",100,500,1,3,24.4157,32.12,1345004,0.23654386355,0.16584009269,0.14809720351,0.09514527287,"202108"
"mallet__ap__k200__i200__t1__r1","k","mallet","Java","ap",200,200,1,1,12.8476,27.28,1341292,0.28536100683,0.15464671674,0.1370239782,0.1001717723,"202108"
"pylda__ap__k25__i200__t1__r1","k","pylda","Python","ap",25,200,1,1,20.6248517646,20.96,92812,0.13084103739,0.15561538453,0.13515270815,0.091606385777,"3.0.2"
"pylda__ap__k50__i200__t1__r1","k","pylda","Python","ap",50,200,1,1,36.444108773,36.76,92352,0.17857985162,0.16004338768,0.14947681371,0.081081605775,"3.0.2"
"pylda__ap__k100__i20__t1__r1","frontier","pylda","Python","ap",100,20,1,1,7.848129116,8.22,110088,0.18421124787,0.12529925881,0.10574877657,0.085989129632,"3.0.2"
"pylda__ap__k100__i20__t1__r2","frontier","pylda","Python","ap",100,20,1,2,7.764564788,8.12,108684,0.18924106805,0.13797691832,0.11630915183,0.094633788728,"3.0.2"
"pylda__ap__k100__i20__t1__r3","frontier","pylda","Python","ap",100,20,1,3,7.757292436,8.12,109200,0.18019143877,0.13035898721,0.11048798305,0.086902173351,"3.0.2"
"pylda__ap__k100__i50__t1__r1","frontier","pylda","Python","ap",100,50,1,1,17.820806867,18.19,112900,0.21146221389,0.14939444121,0.13185269554,0.085153475011,"3.0.2"
"pylda__ap__k100__i50__t1__r2","frontier","pylda","Python","ap",100,50,1,2,17.8215885661,18.21,113236,0.22145196907,0.14996030068,0.13955587309,0.092100511081,"3.0.2"
"pylda__ap__k100__i50__t1__r3","frontier","pylda","Python","ap",100,50,1,3,17.8104336159,18.21,113696,0.21426128987,0.15381680607,0.13982132252,0.094735135714,"3.0.2"
"pylda__ap__k100__i100__t1__r1","frontier","pylda","Python","ap",100,100,1,1,34.800273743,35.17,109556,0.22298141243,0.15978412022,0.13384707254,0.092580660451,"3.0.2"
"pylda__ap__k100__i100__t1__r2","frontier","pylda","Python","ap",100,100,1,2,35.2678726828,35.64,109532,0.23021532753,0.16513108297,0.15553727819,0.091000717689,"3.0.2"
"pylda__ap__k100__i100__t1__r3","frontier","pylda","Python","ap",100,100,1,3,34.568590756,34.94,111152,0.22732381089,0.15931643855,0.15160223301,0.094750298185,"3.0.2"
"pylda__ap__k100__i200__t1__r1","frontier","pylda","Python","ap",100,200,1,1,68.3004037961,68.66,113792,0.22870914435,0.16520959057,0.13953265243,0.095428250409,"3.0.2"
"pylda__ap__k100__i200__t1__r2","frontier","pylda","Python","ap",100,200,1,2,69.4666183051,69.82,109428,0.23452345287,0.16826411376,0.15791857539,0.093885665527,"3.0.2"
"pylda__ap__k100__i200__t1__r3","frontier","pylda","Python","ap",100,200,1,3,67.9444391476,68.33,112936,0.23229760525,0.16232552927,0.14072546934,0.087001466513,"3.0.2"
"pylda__ap__k100__i500__t1__r1","frontier","pylda","Python","ap",100,500,1,1,169.4656969709,169.83,110364,0.23295564014,0.16831438098,0.14563860551,0.090585162247,"3.0.2"
"pylda__ap__k100__i500__t1__r2","frontier","pylda","Python","ap",100,500,1,2,169.2512820452,169.63,112512,0.23672594645,0.16617471322,0.14654167024,0.088555341704,"3.0.2"
"pylda__ap__k100__i500__t1__r3","frontier","pylda","Python","ap",100,500,1,3,169.1740222601,169.53,110264,0.23522755521,0.16507671785,0.13659869032,0.098035548528,"3.0.2"
"pylda__ap__k200__i200__t1__r1","k","pylda","Python","ap",200,200,1,1,130.96357169,131.38,148964,0.28393142242,0.15163004274,0.13029178727,0.10245646547,"3.0.2"
"sklearn__ap__k25__i10__t1__r1","k","sklearn","Python","ap",25,10,1,1,11.8782341271,12.85,154160,0.11196814545,0.15819778955,0.12924178131,0.099221353549,"1.9.0"
"sklearn__ap__k50__i10__t1__r1","k","sklearn","Python","ap",50,10,1,1,14.4941437962,15.48,166476,0.13460173673,0.16003989654,0.14552289517,0.087531054749,"1.9.0"
"sklearn__ap__k100__i1__t1__r1","frontier","sklearn","Python","ap",100,1,1,1,6.6671343409,7.71,187484,0.070456735739,0.064668764674,0.060128063301,0.040478470757,"1.9.0"
"sklearn__ap__k100__i1__t1__r2","frontier","sklearn","Python","ap",100,1,1,2,6.5151366633,7.57,188468,0.070612543465,0.065841258418,0.057846502019,0.0530576445,"1.9.0"
"sklearn__ap__k100__i1__t1__r3","frontier","sklearn","Python","ap",100,1,1,3,6.4610573458,7.49,188200,0.069483331804,0.065505675623,0.059984808644,0.035377814972,"1.9.0"
"sklearn__ap__k100__i2__t1__r1","frontier","sklearn","Python","ap",100,2,1,1,7.7992758621,8.85,185620,0.11172989898,0.086340343946,0.066579798844,0.075555626489,"1.9.0"
"sklearn__ap__k100__i2__t1__r2","frontier","sklearn","Python","ap",100,2,1,2,7.841192164,8.9,185000,0.11168961861,0.084538261689,0.067275091241,0.075293783899,"1.9.0"
"sklearn__ap__k100__i2__t1__r3","frontier","sklearn","Python","ap",100,2,1,3,7.8642163039,8.9,184964,0.1090121131,0.083884876259,0.065884303366,0.064406379269,"1.9.0"
"sklearn__ap__k100__i5__t1__r1","frontier","sklearn","Python","ap",100,5,1,1,11.8212051131,12.86,186732,0.14671827968,0.10694045371,0.071811092832,0.097440981913,"1.9.0"
"sklearn__ap__k100__i5__t1__r2","frontier","sklearn","Python","ap",100,5,1,2,11.6027573468,12.66,184236,0.14493987554,0.10084465164,0.072581029449,0.094177998151,"1.9.0"
"sklearn__ap__k100__i5__t1__r3","frontier","sklearn","Python","ap",100,5,1,3,11.5589902243,12.63,186468,0.14382110549,0.11074918445,0.08901742356,0.088590565038,"1.9.0"
"sklearn__ap__k100__i10__t1__r1","frontier","sklearn","Python","ap",100,10,1,1,18.2383842752,19.28,184816,0.16014657415,0.11766777271,0.07566942266,0.11207840553,"1.9.0"
"sklearn__ap__k100__i10__t1__r2","frontier","sklearn","Python","ap",100,10,1,2,18.5580777042,19.6,186084,0.1581650181,0.11820411187,0.095776151826,0.10402931479,"1.9.0"
"sklearn__ap__k100__i10__t1__r3","frontier","sklearn","Python","ap",100,10,1,3,18.474706193,19.51,184132,0.15903214444,0.13136458565,0.09983799559,0.10105150971,"1.9.0"
"sklearn__ap__k100__i10__t2__r1","threads","sklearn","Python","ap",100,10,2,1,12.4097100808,13.61,230448,0.15900938772,0.1359404846,0.085558048226,0.12278001017,"1.9.0"
"sklearn__ap__k100__i10__t2__r2","threads","sklearn","Python","ap",100,10,2,2,12.3978338428,13.6,231152,0.16014283622,0.11293342564,0.074959850063,0.11164219836,"1.9.0"
"sklearn__ap__k100__i10__t2__r3","threads","sklearn","Python","ap",100,10,2,3,12.5568237836,13.76,230980,0.15757045006,0.13753221056,0.10426529589,0.10740643792,"1.9.0"
"sklearn__ap__k100__i10__t4__r1","threads","sklearn","Python","ap",100,10,4,1,7.7775584958,9.05,242908,0.1590878526,0.1230864662,0.079632394265,0.10739436886,"1.9.0"
"sklearn__ap__k100__i10__t4__r2","threads","sklearn","Python","ap",100,10,4,2,7.9435042213,9.15,245528,0.15905981426,0.12547067059,0.086662764142,0.11271929866,"1.9.0"
"sklearn__ap__k100__i10__t4__r3","threads","sklearn","Python","ap",100,10,4,3,7.8381910422,9.07,243420,0.15585822975,0.1197091847,0.086132818124,0.10738140291,"1.9.0"
"sklearn__ap__k100__i10__t8__r1","threads","sklearn","Python","ap",100,10,8,1,7.1228125221,8.46,263800,0.16048765809,0.13582168957,0.11570443045,0.10211216306,"1.9.0"
"sklearn__ap__k100__i10__t8__r2","threads","sklearn","Python","ap",100,10,8,2,7.2452970501,8.58,265372,0.16057801805,0.13764970168,0.09419291733,0.11942144721,"1.9.0"
"sklearn__ap__k100__i10__t8__r3","threads","sklearn","Python","ap",100,10,8,3,7.0428367439,8.35,265156,0.16059037779,0.12226039651,0.086959313886,0.10767707363,"1.9.0"
"sklearn__ap__k100__i10__t12__r1","threads","sklearn","Python","ap",100,10,12,1,6.7522796988,8.1,299880,0.15875101018,0.12012270757,0.089139525615,0.10943748568,"1.9.0"
"sklearn__ap__k100__i10__t12__r2","threads","sklearn","Python","ap",100,10,12,2,6.7904824959,8.15,300560,0.15941521684,0.12843468306,0.10044918445,0.10759216811,"1.9.0"
"sklearn__ap__k100__i10__t12__r3","threads","sklearn","Python","ap",100,10,12,3,6.8531659329,8.21,299616,0.15719802686,0.13468018017,0.10680898316,0.10709917049,"1.9.0"
"sklearn__ap__k100__i25__t1__r1","frontier","sklearn","Python","ap",100,25,1,1,35.9871547283,37.05,187568,0.16633374037,0.12084415434,0.0903824939,0.10817791289,"1.9.0"
"sklearn__ap__k100__i25__t1__r2","frontier","sklearn","Python","ap",100,25,1,2,36.55055355,37.61,189892,0.16544983191,0.13252199347,0.10729074338,0.1088359441,"1.9.0"
"sklearn__ap__k100__i25__t1__r3","frontier","sklearn","Python","ap",100,25,1,3,37.1280041221,38.18,188788,0.16872171684,0.13826506015,0.12196097896,0.10522383881,"1.9.0"
"sklearn__ap__k200__i10__t1__r1","k","sklearn","Python","ap",200,10,1,1,29.5249437541,30.64,228640,0.1954704595,0.11567072437,0.081904198767,0.10557757559,"1.9.0"
"text2vec__ap__k25__i200__t1__r1","k","text2vec","R","ap",25,200,1,1,11.088,12.73,278768,0.12436047244,0.15628865369,0.12922118095,0.087785927525,"0.6.6"
"text2vec__ap__k50__i200__t1__r1","k","text2vec","R","ap",50,200,1,1,12.266,14.07,286708,0.15677021047,0.14591430505,0.13231875268,0.080331955643,"0.6.6"
"text2vec__ap__k100__i20__t1__r1","frontier","text2vec","R","ap",100,20,1,1,2.082,4.32,298824,0.10365841498,0.082992960275,0.052262766751,0.07140102192,"0.6.6"
"text2vec__ap__k100__i20__t1__r2","frontier","text2vec","R","ap",100,20,1,2,2.06,4.3,298504,0.10442517015,0.084169129869,0.057081785235,0.075346329338,"0.6.6"
"text2vec__ap__k100__i20__t1__r3","frontier","text2vec","R","ap",100,20,1,3,2.033,4.27,298832,0.10608708435,0.08072658808,0.063766238257,0.05880391114,"0.6.6"
"text2vec__ap__k100__i50__t1__r1","frontier","text2vec","R","ap",100,50,1,1,4.2,6.3,298948,0.15734185103,0.11338282356,0.082328274217,0.085604334297,"0.6.6"
"text2vec__ap__k100__i50__t1__r2","frontier","text2vec","R","ap",100,50,1,2,4.173,6.28,299024,0.16316793122,0.11908474813,0.094004318987,0.091925685271,"0.6.6"
"text2vec__ap__k100__i50__t1__r3","frontier","text2vec","R","ap",100,50,1,3,4.162,6.24,299024,0.15721368791,0.098949091063,0.07763858741,0.072902647733,"0.6.6"
"text2vec__ap__k100__i100__t1__r1","frontier","text2vec","R","ap",100,100,1,1,7.754,9.82,298252,0.18689418295,0.12364749505,0.11322582179,0.086433801426,"0.6.6"
"text2vec__ap__k100__i100__t1__r2","frontier","text2vec","R","ap",100,100,1,2,7.791,9.85,298828,0.19092099516,0.13019767037,0.10629505906,0.092663589276,"0.6.6"
"text2vec__ap__k100__i100__t1__r3","frontier","text2vec","R","ap",100,100,1,3,7.782,9.79,298640,0.18599731739,0.12130227463,0.10199266357,0.077842149751,"0.6.6"
"text2vec__ap__k100__i200__t1__r1","frontier","text2vec","R","ap",100,200,1,1,15.013,17.03,298640,0.20826120331,0.14213737722,0.11273911222,0.093048330218,"0.6.6"
"text2vec__ap__k100__i200__t1__r2","frontier","text2vec","R","ap",100,200,1,2,15.738,17.71,298832,0.20787798234,0.14460230003,0.11958554761,0.097097393778,"0.6.6"
"text2vec__ap__k100__i200__t1__r3","frontier","text2vec","R","ap",100,200,1,3,14.844,16.87,298452,0.20705841892,0.13489912088,0.11107343551,0.085179500851,"0.6.6"
"text2vec__ap__k100__i200__t2__r1","threads","text2vec","R","ap",100,200,2,1,14.913,16.93,298832,0.20826120331,0.14213737722,0.11273911222,0.093048330218,"0.6.6"
"text2vec__ap__k100__i200__t2__r2","threads","text2vec","R","ap",100,200,2,2,14.872,16.85,298448,0.20787798234,0.14460230003,0.11958554761,0.097097393778,"0.6.6"
"text2vec__ap__k100__i200__t2__r3","threads","text2vec","R","ap",100,200,2,3,14.921,16.96,298832,0.20705841892,0.13489912088,0.11107343551,0.085179500851,"0.6.6"
"text2vec__ap__k100__i200__t4__r1","threads","text2vec","R","ap",100,200,4,1,15.009,17.02,298436,0.20826120331,0.14213737722,0.11273911222,0.093048330218,"0.6.6"
"text2vec__ap__k100__i200__t4__r2","threads","text2vec","R","ap",100,200,4,2,14.883,16.9,298036,0.20787798234,0.14460230003,0.11958554761,0.097097393778,"0.6.6"
"text2vec__ap__k100__i200__t4__r3","threads","text2vec","R","ap",100,200,4,3,15.011,17.02,298832,0.20705841892,0.13489912088,0.11107343551,0.085179500851,"0.6.6"
"text2vec__ap__k100__i200__t8__r1","threads","text2vec","R","ap",100,200,8,1,14.816,16.87,298032,0.20826120331,0.14213737722,0.11273911222,0.093048330218,"0.6.6"
"text2vec__ap__k100__i200__t8__r2","threads","text2vec","R","ap",100,200,8,2,14.928,16.95,298628,0.20787798234,0.14460230003,0.11958554761,0.097097393778,"0.6.6"
"text2vec__ap__k100__i200__t8__r3","threads","text2vec","R","ap",100,200,8,3,14.859,16.87,298832,0.20705841892,0.13489912088,0.11107343551,0.085179500851,"0.6.6"
"text2vec__ap__k100__i200__t12__r1","threads","text2vec","R","ap",100,200,12,1,15.221,17.32,298448,0.20826120331,0.14213737722,0.11273911222,0.093048330218,"0.6.6"
"text2vec__ap__k100__i200__t12__r2","threads","text2vec","R","ap",100,200,12,2,14.924,16.9,298612,0.20787798234,0.14460230003,0.11958554761,0.097097393778,"0.6.6"
"text2vec__ap__k100__i200__t12__r3","threads","text2vec","R","ap",100,200,12,3,15.021,17.06,299216,0.20705841892,0.13489912088,0.11107343551,0.085179500851,"0.6.6"
"text2vec__ap__k100__i500__t1__r1","frontier","text2vec","R","ap",100,500,1,1,36.389,38.39,298616,0.22618283045,0.15079648473,0.12268774538,0.09510888468,"0.6.6"
"text2vec__ap__k100__i500__t1__r2","frontier","text2vec","R","ap",100,500,1,2,36.574,38.55,299024,0.22483493906,0.15541245416,0.12533285709,0.097436508681,"0.6.6"
"text2vec__ap__k100__i500__t1__r3","frontier","text2vec","R","ap",100,500,1,3,36.551,38.55,298804,0.2229263958,0.14621029553,0.11895330207,0.090955184986,"0.6.6"
"text2vec__ap__k200__i200__t1__r1","k","text2vec","R","ap",200,200,1,1,20.111,22.5,321888,0.2569499132,0.1308952789,0.10083275612,0.089455586155,"0.6.6"
"textmineR__ap__k25__i200__t1__r1","k","textmineR","R","ap",25,200,1,1,119.12,121.55,258292,0.12768603852,0.15298344062,0.15180534195,0.070325129053,"3.0.6"
"textmineR__ap__k50__i200__t1__r1","k","textmineR","R","ap",50,200,1,1,236.854,240.67,277068,0.18047190798,0.17168435665,0.13928519961,0.091615557464,"3.0.6"
"textmineR__ap__k100__i20__t1__r1","frontier","textmineR","R","ap",100,20,1,1,50.902,57.86,261096,0.18527130188,0.13934361934,0.1104537956,0.094784369952,"3.0.6"
"textmineR__ap__k100__i20__t1__r2","frontier","textmineR","R","ap",100,20,1,2,51.104,58.07,261656,0.18099109275,0.12211698467,0.10443802481,0.081352323528,"3.0.6"
"textmineR__ap__k100__i20__t1__r3","frontier","textmineR","R","ap",100,20,1,3,50.94,57.88,261832,0.18075184708,0.12629525051,0.10685714501,0.083567341282,"3.0.6"
"textmineR__ap__k100__i50__t1__r1","frontier","textmineR","R","ap",100,50,1,1,122.728,129.69,269876,0.21850687084,0.15166377895,0.12921571089,0.10021815785,"3.0.6"
"textmineR__ap__k100__i50__t1__r2","frontier","textmineR","R","ap",100,50,1,2,123.162,130.1,270364,0.22239986128,0.14794194502,0.12432798705,0.09161942835,"3.0.6"
"textmineR__ap__k100__i50__t1__r3","frontier","textmineR","R","ap",100,50,1,3,123.557,130.56,270016,0.21556033181,0.15149172283,0.13726409972,0.087945513863,"3.0.6"
"textmineR__ap__k100__i100__t1__r1","frontier","textmineR","R","ap",100,100,1,1,241.951,249,276808,0.22792808312,0.15679652202,0.12900373073,0.098574761103,"3.0.6"
"textmineR__ap__k100__i100__t1__r2","frontier","textmineR","R","ap",100,100,1,2,247.214,254.14,276580,0.23201338462,0.15607492296,0.14631502693,0.091441025639,"3.0.6"
"textmineR__ap__k100__i100__t1__r3","frontier","textmineR","R","ap",100,100,1,3,242.241,249.14,277336,0.22686814409,0.15720159822,0.13706344656,0.086684579749,"3.0.6"
"textmineR__ap__k100__i200__t1__r1","frontier","textmineR","R","ap",100,200,1,1,480.912,487.98,295308,0.23154803131,0.16078883944,0.13768216941,0.093039828603,"3.0.6"
"textmineR__ap__k100__i200__t1__r2","frontier","textmineR","R","ap",100,200,1,2,482.239,489.15,295460,0.23451821991,0.16039385704,0.15311916717,0.089482314367,"3.0.6"
"textmineR__ap__k100__i200__t1__r3","frontier","textmineR","R","ap",100,200,1,3,484.328,491.23,295220,0.23207089674,0.16496452995,0.14853185275,0.091768991573,"3.0.6"
"textmineR__ap__k100__i200__t2__r1","threads","textmineR","R","ap",100,200,2,1,481.808,488.65,295548,0.23154803131,0.16078883944,0.13768216941,0.093039828603,"3.0.6"
"textmineR__ap__k100__i200__t2__r2","threads","textmineR","R","ap",100,200,2,2,482.542,489.45,295320,0.23451821991,0.16039385704,0.15311916717,0.089482314367,"3.0.6"
"textmineR__ap__k100__i200__t2__r3","threads","textmineR","R","ap",100,200,2,3,482.286,489.18,295300,0.23207089674,0.16496452995,0.14853185275,0.091768991573,"3.0.6"
"textmineR__ap__k100__i200__t4__r1","threads","textmineR","R","ap",100,200,4,1,481.449,488.33,294800,0.23154803131,0.16078883944,0.13768216941,0.093039828603,"3.0.6"
"textmineR__ap__k100__i200__t4__r2","threads","textmineR","R","ap",100,200,4,2,480.921,487.77,295288,0.23451821991,0.16039385704,0.15311916717,0.089482314367,"3.0.6"
"textmineR__ap__k100__i200__t4__r3","threads","textmineR","R","ap",100,200,4,3,481.744,488.64,295416,0.23207089674,0.16496452995,0.14853185275,0.091768991573,"3.0.6"
"textmineR__ap__k100__i200__t8__r1","threads","textmineR","R","ap",100,200,8,1,481.231,488.03,295644,0.23154803131,0.16078883944,0.13768216941,0.093039828603,"3.0.6"
